date,temperature_c,rainfall_mm,humidity_pct,sunlight_hours,wind_speed_kmh,pressure_hpa
2020-01-01,15.31495517359551,7.33757965141809,88.373179270103,11.245469216564263,0.3794877593608737,1037.358235667142
2020-01-02,31.978763572668687,4.0692449447864645,71.74374001178316,11.035004495491325,0.6386870289287871,1036.2755491815944
2020-01-03,26.263827984415936,5.403789247695596,68.91057007951123,9.630176010915408,14.4934527928195,1036.24832662193
2020-01-04,11.949642288655264,1.2152045773770714,56.33016270769238,5.23916040526248,4.654486675722884,974.3889964210831
2020-01-05,19.371197984251708,5.82907920111996,57.957489285308654,7.471751102231744,16.34378596210555,991.6705389051083
2020-01-06,37.21149229677721,24.46453966943973,88.74389225184015,7.5690733704733715,0.7620117224896543,995.7723452914943
2020-01-07,4.586566052855407,2.165745108869986,82.90177644437793,0.1694340663908971,16.55475525526068,994.1284287295997
2020-01-08,20.56869896915058,1.100162640487749,88.2045647822157,9.78224055603323,3.748052459551068,1007.5678665406864
2020-01-09,34.127490069644274,1.7228363653338161,69.28997888277618,9.417457477784644,6.725476746940854,991.0729580709042
2020-01-10,17.066076781879186,1.2715397592624245,56.57951469866211,15.92569306035011,2.6637973379078748,994.9663522085602
2020-01-11,18.568910787023565,4.258350017833376,91.35199495147872,7.563935337265147,19.416000085201063,1008.925510048846
2020-01-12,23.242328248504872,14.565348766503893,45.79603376347563,3.3711609510122713,27.83050869491081,1012.6615586198453
2020-01-13,35.931117008994306,0.28363975472740743,50.86511605922573,12.93447005594825,0.005083405177957048,1036.7501767015897
2020-01-14,18.888784026522792,8.89258673890962,69.36901413476585,10.827258659610457,23.954491520613267,1016.51514585703
2020-01-15,20.448144322831475,2.242488270640914,69.92371761568957,7.203873134666879,5.138935901885846,996.2495223224141
2020-01-16,20.525189795051862,2.167889405701634,43.74730769056426,6.778083192908731,4.667352195534626,1040.9833534117886
2020-01-17,41.64744066180364,2.3329288274299547,60.67254463399959,9.256200577381255,0.7830103416790434,1026.779754033461
2020-01-18,41.49428871179029,4.685918476070886,49.08496690955116,6.354825903781103,17.253460861306554,1000.506787023292
2020-01-19,32.032431183031015,0.8277548592834093,100.0,8.114961330965672,6.3412431171324055,1014.9393689553348
2020-01-20,27.08949119339885,12.539950486988616,65.48398676986466,7.43928652321765,4.410294625476327,995.8051219370362
2020-01-21,29.898948607169938,2.4190267436154835,94.69456717143385,7.961741328998623,16.259849562246885,984.1895049110881
2020-01-22,35.92585622520639,6.335409469846876,68.87910471043769,12.617601900936222,6.034235769948271,984.3309575332439
2020-01-23,16.51332905278087,19.899157153671236,76.22564959508968,7.8737182952391205,46.09857109312294,1009.741600749749
2020-01-24,33.40663235825683,4.699688161547176,56.993102831585894,8.813719867503085,21.156709550247598,1025.7289655099858
2020-01-25,13.9689546580079,8.909987555244145,82.29769601013939,10.064300427865337,0.42738463700248663,1010.3691980679021
2020-01-26,18.89798798037272,1.227285735639153,100.0,1.7502934309124853,0.26786841144194307,991.0934291933536
2020-01-27,31.25684156640241,0.5719625942556353,80.20072813397766,9.563663842558299,14.29519184396071,1028.3778613892964
2020-01-28,12.570554398192249,2.4848494518376167,57.02506211926621,1.4420071345572367,2.2630777407050604,988.7441161405974
2020-01-29,22.879450238490673,2.093349588775605,50.374345932731934,5.449303706266811,15.62463003256546,1013.5599311281304
2020-01-30,17.105960833122516,0.6129163553286986,88.3439281085677,13.27681104471082,3.4722147103721683,1011.821067065998
2020-01-31,21.955045035755226,3.4949854371514553,45.80137739095136,10.23297945750675,4.354299789450539,1049.4580657966133
2020-02-01,1.611287156314205,7.2498956908781595,53.51173338849052,4.677511718383078,4.808345355433394,990.8720488952553
2020-02-02,9.827735163921224,1.2456436077777144,81.1741058069699,6.128480489092098,7.683844082683389,997.3414903715856
2020-02-03,18.40098212321666,2.2361472854622644,75.2927673834862,9.871168699224558,1.3633638294848085,982.2801735405183
2020-02-04,31.41969945406866,0.1876999682912358,39.7206231860718,12.431157021748444,0.7191952001299301,1009.5897781566063
2020-02-05,22.610914537678273,3.1231435861976875,61.60213457897256,10.64862871528415,13.712632780474728,982.0919404690237
2020-02-06,24.02276732717449,14.559073790405074,67.58597660858237,7.072397421021522,5.72749877027237,978.8272998107255
2020-02-07,29.50578168881828,0.9010236458109265,85.46783250215553,1.9981510962839542,4.3656085192652885,1013.4040368449546
2020-02-08,16.963709255927583,0.6060933787651458,64.21809751817005,6.63529651723533,4.628416124008613,1032.3986332016839
2020-02-09,26.269018590458327,0.6827262876138973,42.37323545072311,6.553225604674756,6.758486492329303,1015.4728586842534
2020-02-10,17.557067855475076,3.792888852489284,100.0,11.805814783906166,7.631549301962421,1010.6274815690631
2020-02-11,10.178644047035142,2.2687949462827572,89.88437126357346,6.264503700687072,0.320886143850898,1028.1470201832376
2020-02-12,20.872801649959193,6.487151898415535,50.70727124148482,5.019135238829033,0.22274472089172997,1009.4333576306456
2020-02-13,28.59044689924046,8.865631230194593,70.01454106895001,11.996958046136726,14.72611556322208,1002.168208585259
2020-02-14,26.708712407998412,0.3306897981229635,89.52347853501188,5.354165964428039,3.1400200334763273,1035.4687880493332
