soil_ph,nitrogen_ppm,phosphorus_ppm,potassium_ppm,organic_matter_pct,temperature_c,rainfall_mm,humidity_pct,sunlight_hours,crop_type,growing_days,planting_month,irrigation_liters_per_acre,nitrogen_fertilizer_kg,phosphorus_fertilizer_kg,potassium_fertilizer_kg,expected_yield_tons_per_hectare,yield_increase_percent
6.897371322408986,18.21505269512778,20.786289981334548,6.233136389275117,2.6337709420383186,24.58923687407434,123.94188798340677,69.80228611759198,9.828002154307619,potato,93.68271781300065,2,132.13872995346284,91.78494730487222,59.21371001866545,133.7668636107249,1.4785141419010552,0.0
6.389388559063052,21.94500536946347,20.266588740285332,17.34017223675754,4.41524296521872,23.61535062674038,148.1448741592529,81.73192400942335,7.907767902635815,potato,133.31346570182015,3,100.0,88.05499463053653,59.73341125971467,122.65982776324246,1.3730732885394468,0.0
7.018150830480554,19.02618938954857,10.507841233556071,22.955659124488967,2.9621757832372184,29.710744536117218,137.05509766416864,42.42142715486557,8.366827181793957,rice,104.32384415662878,9,470.2359290953137,100.97381061045144,49.49215876644393,17.044340875511033,0.533467228171151,0.0
7.718423885126421,26.104180469461195,22.636673774109905,31.796026931096296,3.3086831176611677,33.19698684855732,56.10429009035413,91.094084987275,8.149235257728868,barley,132.00223611620282,1,299.64224407049136,88.05851002823464,30.820188256385283,4.415579871910149,1.274634326265185,0.0
6.312677300221331,36.971785314619126,6.079338595387055,42.28994791928254,4.060868727965261,28.121081664807697,110.68898489860365,69.95130176414399,9.52810736119267,potato,126.94942472881456,1,166.09085224957735,73.02821468538087,73.92066140461294,97.71005208071746,2.8242164769320834,0.0
6.312690434440656,17.289578428587955,12.766525393917371,38.329631320461175,3.1292439117812716,30.069262507022778,152.6389774542122,66.64589613349378,9.072260932240532,barley,75.95943180819744,3,134.38272633246007,72.71042157141204,32.23347460608263,0.0,0.5277677700424517,0.0
7.763370252405913,35.008204977684144,3.0,15.848102418630173,1.0185825700041695,22.695574606161514,140.90201612189648,50.72622801366711,12.312639874506498,barley,113.68474576506344,3,125.50066261138308,75.54019273771404,57.693844939895165,26.308252603912,0.2850275820019847,0.0
7.1139477833223275,17.183279276531124,30.469012135702517,25.539452854012172,4.448705005464257,24.752428836834806,80.90647897263875,55.44740326427026,7.73171300333627,soybean,100.93130474910025,2,286.03469580866215,42.816720723468876,9.530987864297483,24.460547145987828,0.9248299594577891,0.0
6.124420491252038,16.523727875031156,16.147604048437636,30.9165070644308,4.7059145958980615,32.91439244159784,140.79517371322203,59.33685253012005,12.085704555130517,potato,126.72147391242603,3,128.10449605330467,93.47627212496884,63.852395951562364,109.0834929355692,1.747384830780429,0.0
6.934048034868772,33.18594618343214,35.33507227853049,26.853514506642007,1.0026606900794683,27.16026876154937,165.74446259022199,43.61219151403469,4.876512348203229,wheat,114.51914965721006,4,159.41406062204257,66.81405381656786,14.66492772146951,3.146485493357993,0.73067963520464,0.0
6.12926584575003,34.219363780076165,24.42359941215596,26.768457289580468,1.9480505532061547,22.547820745423106,71.1850481894775,60.277532267190324,9.479046070499095,tomato,145.18108567315966,12,256.904580172035,105.78063621992384,35.57640058784404,150.0,7.7090417310288135,0.0
6.127416197143795,33.51409936762654,21.584785706808194,9.327080104148738,5.628655540982614,24.19530332872425,21.988313069371557,51.61809741957046,5.328788556555415,sorghum,81.50459405208957,7,334.67775916432186,56.48590063237346,13.415214293191806,50.672919895851265,1.2768384676346083,0.0
6.693569817252827,11.842025917818589,13.310178445752005,16.167190186324312,3.4784416142046943,30.2229077418273,208.70316932035928,75.24436335321995,6.45221889589517,potato,100.59386892513288,11,112.92721182483272,98.15797408218141,66.689821554248,123.83280981367568,1.0472975602663654,0.0
4.969375804273762,20.34049021927949,9.62919971450064,25.16472181032872,3.204261527924438,30.757362061944896,135.76674570388718,20.0,6.550680887470788,rice,132.53734297636916,3,537.2215224308009,134.23513897062213,67.8463238607411,19.982193709762857,0.6440673569884979,0.0
5.120065733989573,33.22988592003321,22.18377259117556,5.0,2.688339911540516,18.947213150281357,97.13540855544026,61.29444883299222,6.395055570081796,rice,125.36962509513364,10,566.0861072002499,118.18146575149218,51.505950311968704,47.670230068963505,0.5460220761405427,0.0
6.050169976607222,25.415418405638945,17.427887925816144,37.68773184011825,1.963156818972039,26.175547650281224,95.42223525196887,50.48465323289338,7.28385045381485,wheat,83.95453129658043,1,264.3317066870773,74.58458159436105,32.572112074183856,0.0,1.1647635572220227,0.0
5.689735103732461,14.263071538025358,7.285837476117592,13.527850803467164,2.96669882923234,23.95294294468013,127.33952687618863,65.04025505809615,12.90100126235593,cotton,71.31297266530869,8,255.16061690746454,93.27896014084311,46.42053003543431,65.94274867999343,0.12814133619376775,0.0
6.7513978660762195,29.58317939125442,5.865132667933452,38.242057599181656,4.369307286998853,23.60678491137775,172.05092052607796,95.0,6.743889785005305,barley,148.0380895512113,9,102.07424831389326,60.41682060874558,39.13486733206655,0.0,0.3959634873487492,0.0
5.773580739583031,17.851927410085295,10.33037016685133,37.18699205365092,3.181186448742801,31.981847702584297,44.5105931564257,90.11240536002148,5.272409860653508,potato,62.35960024915104,9,278.91803559349626,131.52829541091057,99.44350865203103,146.75097700016053,3.6992583490245403,0.0
5.370157038931767,42.94524848392212,32.56773780212984,23.475683482651387,3.932340903071658,22.574771160636445,99.9527720088128,57.57538416140426,9.48740784936404,soybean,114.72202361962646,2,227.49357089217216,23.65520817879598,10.308664383897527,36.7896435445957,0.9434228346912837,0.0
7.672519015137244,40.44841462418258,35.70622334409043,42.00657990841845,5.318848578207875,20.54653738034927,202.6983709977287,62.21813879640132,8.98457317340927,maize,110.5263252046333,4,141.95616462402376,151.4822463645684,47.41965446087198,52.535329386624646,0.7162159854012788,0.0
6.319378959610772,31.040974263555672,19.63991317847128,38.9183681390992,2.5034261834645686,19.110052173788915,161.23094779100504,52.43251892740258,12.932566086112377,potato,128.919749606269,4,100.7675858850371,78.95902573644433,60.360086821528725,101.0816318609008,1.9330052471495471,0.0
6.554022563750339,38.61006704769774,19.191542369930307,26.292462349984312,3.5634498807901305,22.95271841276613,156.96538602773796,62.73705268775701,8.418416265383533,soybean,121.9390626351251,8,134.1740936231636,21.38993295230226,20.808457630069693,23.707537650015688,0.45893393849833486,0.0
5.360201451029234,25.647913501233813,15.309437025363831,24.93888461769962,4.405272273122813,19.588522387331068,140.3848255689447,76.04219029201278,4.0,cotton,62.148822839408396,4,181.61413494760802,75.33308681566656,34.221617676778095,48.595412229646314,0.17419124167213526,0.0
6.0644938203798535,32.654374943750156,10.524117213523983,43.16679342797228,2.080515639840084,18.811309424765685,135.5240638266252,45.29476908831815,7.645156223162227,wheat,142.87191766109532,7,142.81689630930984,67.34562505624984,39.47588278647602,0.0,0.6689058338151276,0.0
6.588738071767893,39.77720295302075,29.001432460857952,32.78416607289197,3.413663393678966,18.660179245997433,96.59124480891276,88.5005899556069,7.605399634338813,barley,107.36754862851598,11,163.88833306551533,50.22279704697925,15.998567539142048,2.2158339271080294,0.8289208263194126,0.0
5.579205138062157,27.454986817943126,32.98861115117709,42.53636602041771,5.446789429551633,19.016743775359203,92.08917412179872,78.71642709748056,6.034275093297249,cotton,121.16882156586573,8,318.00111848830346,73.97920195723589,9.871478190529924,24.587408525457185,0.5115753174748058,0.0
6.800558414676537,22.448128284857162,10.852647313285715,5.0,2.7916995434482215,19.435005665895957,160.3066223780183,78.06336134706432,7.374787954011861,soybean,121.51143647238953,2,115.13752595148898,37.55187171514284,29.147352686714285,45.0,0.17801665609026673,0.0
6.019489048064956,7.953780418228842,17.337292972603187,31.181821164233547,4.482015845604548,26.394316329951245,93.01962180563619,70.73707452425509,8.200888449588767,rice,114.71773161049559,12,657.3504652148569,112.04621958177115,42.66270702739681,8.818178835766453,0.932436775062705,0.0
6.266645000165378,24.16866474278506,14.401069594318656,11.071090956367527,3.030635747348274,12.240104864357173,134.1916290897431,51.445976758936,8.378346411773663,sorghum,149.16282798634668,5,100.0,65.83133525721493,20.598930405681344,48.92890904363247,0.20172087442188527,0.0
6.0186347102164826,33.234231845623114,14.638087401080183,29.69053791015884,5.359504420780388,19.78948051209886,127.5867745662531,80.18151211719005,5.7391150734088345,wheat,184.9600116961704,1,138.52078535732963,66.76576815437689,35.361912598919815,0.3094620898411584,0.5302086965375901,0.0
7.98182254760715,34.4563342756763,27.487266043438897,38.56584250015061,1.225438533395474,23.399220555850604,229.59437912420987,60.20403776332054,9.71872334765432,sugarcane,139.02099952424874,5,365.5425977287183,200.0,70.98764561350887,110.08413917690721,5.951014832400896,0.0
6.489202220209653,30.0436506571841,7.504307637071026,50.86968174898924,3.277947429212341,30.891747721068832,111.97888518316556,39.67208039580805,11.771877185041191,soybean,101.02181240924273,3,254.95507304368763,29.9563493428159,32.49569236292898,0.0,0.9019820863288583,0.0
5.6538312568352795,19.587009050377603,21.73175752749045,18.74199925875377,1.4253743658249325,22.524437765540497,178.42316561260012,66.19368998590402,9.061118299475655,tomato,155.40627842546485,1,116.22936355787228,170.4305155031789,54.1642246451557,150.0,2.6422946475469358,0.0
7.158035929682551,5.231784310524095,23.825904858446926,23.691542336376205,2.3589478204629275,23.080059792703956,155.36525528319572,47.6146441966024,10.71273571750085,tomato,119.4469657537534,12,128.3076144485892,134.7682156894759,36.174095141553074,150.0,2.7237524446442656,0.0
5.523325080023183,20.04784901995265,16.862790611185446,28.85360511509355,2.3518174576457667,23.47231977613128,114.13785562938338,55.92375658446938,8.862625357789904,cotton,166.76020502323084,8,311.84016727364417,84.07285024398345,32.4460608703911,43.67760205418144,0.3082035665253044,0.0
6.667090876003805,21.956551289460485,25.14454261589418,18.305626782457313,2.879652431439375,13.057874077333643,57.80063321197203,75.60067181460882,6.407055236975819,sorghum,116.15844899342324,8,184.1089900923834,68.04344871053951,9.855457384105819,41.69437321754269,0.544489864696943,0.0
4.93226390089618,21.870710328099857,19.1812147242996,41.742716745471085,1.7740503791656164,27.95455860554959,117.35182209451763,63.205589334208106,9.041827917396827,sorghum,95.57131806513596,2,158.3847927808156,91.51305982535632,21.24820984148185,24.523664678824506,0.7849310349279355,0.0
5.437451160881255,31.185563569779244,27.737039369248897,29.158865455612517,3.1139125309285856,27.704529421268248,164.96182133735996,64.43828304039819,7.494888930378543,maize,121.81333475943872,7,162.51050339075618,165.59704049538323,58.90379497053408,70.85958296761935,0.6086637376537145,0.0
6.657488988695299,44.8567641101484,5.822357560593167,31.463484280512553,3.7525598053774134,28.886976955720037,58.75912098854178,82.52599515201459,6.281103042828972,barley,100.3305323555681,2,285.3745796694885,45.1432358898516,39.17764243940683,3.536515719487447,1.0892397461556522,0.0
7.090773263996328,26.23529201841093,15.209797911945046,37.4420775212899,1.361716240854121,39.03508831816974,161.78547507676504,31.158253955368792,8.343841756964087,rice,124.3734340571393,8,550.5930828732179,93.76470798158907,44.790202088054954,2.557922478710097,0.6784154710652371,0.0
6.637094624951977,22.832682108435385,17.425494857191723,29.139461803495088,2.438081011964634,16.20887038207674,187.14434352105872,81.87333721235711,10.14073752116575,cotton,112.34338923852435,11,162.80223250680135,57.167317891564615,22.574505142808277,30.860538196504912,0.16838917642305856,0.0
6.407481374089407,22.407781869959074,3.0,20.189530461889618,6.249190559315627,15.071840012365957,124.80035349559495,67.21231486233852,7.81882834266188,sorghum,110.6334684891266,3,106.93865319404547,67.59221813004092,32.0,39.81046953811038,0.23925093085929994,0.0
6.259117043528569,26.24384766907714,9.312378131371721,29.243757140418396,3.5950845666390188,28.23520388759393,165.6848350711752,63.96278077903735,12.379915267397774,sugarcane,93.69778185235671,10,394.86360145179,173.75615233092287,70.68762186862828,90.7562428595816,3.7723223836240476,0.0
5.317182407706058,16.71706239651601,11.491205965129708,19.72582368583933,1.0187105549818796,21.975065392885845,127.01272414629648,64.43419421712457,10.401812528647298,barley,90.33384376677469,11,140.95984661000736,101.25637162398797,46.299711944205555,21.104608026022138,0.35405597674371686,0.0
5.924124633284233,26.201985587460552,25.585647958586797,31.295770669397836,1.519440962288255,18.086230478778358,148.56907204632637,74.59680621683967,7.404302111259893,sugarcane,99.73847600605252,1,303.0907335707029,200.0,78.48793956847483,127.94808593640323,4.193934098545214,0.0
6.13148898323217,29.508123363318,12.345253229483196,41.96325264962156,3.4710850944474334,22.304625193074184,194.6790142877585,80.38932859735365,7.343565076257772,sugarcane,101.44588962008159,5,322.900622759136,170.491876636682,67.65474677051681,78.03674735037845,4.090837299908671,0.0
7.345697780975133,27.096860635744882,11.455368101552184,15.90026049273202,3.3207992462890856,20.289938249449676,42.30120248777196,61.453869188094394,12.789490266306457,tomato,162.82297378564598,9,297.89433382504575,112.90313936425511,48.54463189844782,150.0,5.2817401195354625,0.0
6.774894631654769,29.575419340047812,24.539886245249534,11.61154798269489,2.495068637958944,34.348662406783,81.73905535980916,62.987433037323555,7.827453882057458,sugarcane,117.83977941325735,5,871.7666285245563,170.4245806599522,55.460113754750466,108.38845201730511,9.346597530372582,0.0
