soil_ph,nitrogen_ppm,phosphorus_ppm,potassium_ppm,organic_matter_pct,crop_type,growing_days,planting_month,irrigation_liters_per_acre,nitrogen_fertilizer_kg,phosphorus_fertilizer_kg,potassium_fertilizer_kg,expected_yield_tons_per_hectare,yield_increase_percent,temperature_c,rainfall_mm,humidity_pct,sunlight_hours,wind_speed_kmh,pressure_hpa,ph_stress,nutrient_balance,weather_stress
6.897371322408986,18.21505269512778,20.786289981334548,6.233136389275117,2.633770942038318,potato,93.68271781300064,2,132.13872995346284,91.78494730487222,59.21371001866545,133.7668636107249,1.4785141419010552,0.0,26.43612140340836,4.216180697323528,56.66462978077353,13.739926744443084,6.959207733483454,1028.1413813781348,0.06113404960138251,0.697055736210956,0.05744485613633444
6.389388559063052,21.94500536946347,20.26658874028533,17.34017223675754,4.41524296521872,potato,133.31346570182015,3,100.0,88.05499463053653,59.73341125971467,122.65982776324246,1.3730732885394468,0.0,8.915599494455698,1.729935558302126,63.93422656019276,6.096850505110039,0.3852204696449319,985.1969121211192,0.01701714475953044,0.8605758508954361,0.6433760202217721
7.018150830480554,19.02618938954857,10.507841233556071,22.955659124488967,2.9621757832372184,rice,104.32384415662878,9,470.2359290953137,100.97381061045144,49.49215876644393,17.044340875511033,0.533467228171151,0.0,16.89944306354163,0.0599158710794192,51.121859914324105,4.6436649655862,4.483580749582601,980.97864599527,0.0797155123816237,0.70333505682823,0.32402227745833484
7.718423885126421,26.104180469461195,22.636673774109905,31.796026931096296,3.308683117661168,barley,132.00223611620282,1,299.64224407049136,88.05851002823464,30.820188256385283,4.415579871910149,1.274634326265185,0.0,31.452236907103725,10.029103821404616,83.571513241782,6.62739822802702,4.724444173058883,1028.9603561891386,0.1874498284809878,1.1205425901996249,0.25808947628414897
6.312677300221331,36.971785314619126,6.079338595387055,42.28994791928254,4.060868727965261,potato,126.94942472881456,1,166.09085224957735,73.02821468538087,73.92066140461294,97.71005208071746,2.8242164769320834,0.0,19.319798298057783,1.1050498461942115,71.48689910965399,6.8434519306789054,26.626867193008486,1017.9734511066883,0.028818876889025964,1.075425792101525,0.22720806807768867
6.312690434440656,17.289578428587955,12.766525393917371,38.329631320461175,3.129243911781272,barley,75.95943180819744,3,134.38272633246007,72.71042157141204,32.23347460608263,0.0,0.5277677700424517,0.0,29.827974354294813,8.831229978873933,82.79804338332853,8.554315335599526,16.06786346538062,1050.0,0.028816856239899106,0.8928296417551372,0.19311897417179252
7.763370252405913,35.008204977684144,3.0,15.848102418630171,1.0185825700041695,barley,113.68474576506344,3,125.50066261138308,75.54019273771404,57.693844939895165,26.308252603912,0.2850275820019847,0.0,16.36687125950488,4.274572910673248,61.12659838916542,2.823623732671707,7.86316502095521,1036.1717832681686,0.19436465421629434,0.698421648798346,0.3453251496198048
7.113947783322328,17.183279276531124,30.46901213570252,25.53945285401217,4.448705005464257,soybean,100.93130474910024,2,286.0346958086621,42.81672072346888,9.530987864297485,24.460547145987828,0.9248299594577892,0.0,26.95970514504318,6.734331321013048,69.73838092358858,5.306904773349089,5.0713795873099885,1031.1075818008612,0.09445350512651206,1.077123054207634,0.07838820580172723
6.124420491252038,16.523727875031156,16.147604048437636,30.9165070644308,4.7059145958980615,potato,126.72147391242603,3,128.10449605330467,93.47627212496884,63.852395951562364,109.0834929355692,1.747384830780429,0.0,16.021428249792795,10.287078004667707,78.96990811601297,10.826835130650323,34.69696810961599,1011.5233026612484,0.05778146288430186,0.8628628214281212,0.3591428700082882
6.934048034868772,33.18594618343214,35.33507227853049,26.853514506642007,1.0026606900794683,wheat,114.51914965721006,4,159.41406062204257,66.81405381656786,14.66492772146951,3.146485493357993,0.73067963520464,0.0,38.71478707300756,4.227259379888485,49.00166144334858,4.238568385450623,4.863053362872841,1016.61148272353,0.0667766207490418,1.3952048561960524,0.5485914829203022
6.12926584575003,34.219363780076165,24.42359941215596,26.768457289580468,1.9480505532061547,tomato,145.18108567315966,12,256.904580172035,105.78063621992384,35.57640058784404,150.0,7.709041731028813,0.0,15.245812646592082,3.111149190588538,77.91863087607292,8.61852141751486,2.217091616095784,1016.6207583914822,0.057036023730764586,1.2059743649547978,0.39016749413631674
6.127416197143795,33.51409936762654,21.584785706808194,9.327080104148738,5.628655540982614,sorghum,81.50459405208957,7,334.67775916432186,56.48590063237346,13.415214293191806,50.67291989585127,1.2768384676346085,0.0,29.74811605117538,1.3925422796279776,86.78753291646979,5.841326881452177,23.003409812045422,1016.2587408000164,0.057320585054800796,0.9502071354442322,0.1899246420470152
6.693569817252827,11.842025917818589,13.310178445752005,16.167190186324312,3.4784416142046943,potato,100.59386892513288,11,112.92721182483272,98.1579740821814,66.689821554248,123.83280981367568,1.0472975602663654,0.0,28.40985373770849,2.1390020712798647,95.91275597742182,7.649079647294812,14.463854275606264,1003.9363836696948,0.02977997188505035,0.5840139114514069,0.13639414950833967
4.969375804273762,20.34049021927949,9.62919971450064,25.16472181032872,3.204261527924438,rice,132.53734297636916,3,537.2215224308009,134.23513897062213,67.8463238607411,19.982193709762857,0.6440673569884979,0.0,18.740271128470063,2.9305826243348947,77.62339439440208,8.021733156367958,30.68279514373414,955.1985023243232,0.23548064549634434,0.7291330696033168,0.2503891548611975
